year,totalvotes,democrat_voter,other_voter,republican_voter,gisjoin
2016,12810,2471,533,9806,G1801370
2016,7214,1525,397,5292,G1801390
2016,110060,52252,5787,52021,G1801410
2016,9101,2642,385,6074,G1801430
2016,17994,4247,1029,12718,G1801450
2016,9979,2861,546,6572,G1801470
2016,9226,2489,370,6367,G1801490
2016,14566,3744,689,10133,G1801510
2016,8559,2113,308,6138,G1801530
2016,3699,930,211,2558,G1801550
2016,62515,27282,4465,30768,G1801570
2016,7510,1587,334,5589,G1801590
2016,3291,715,131,2445,G1801610
2016,72507,28530,3481,40496,G1801630
2016,6939,2081,345,4513,G1801650
2016,39818,15931,1950,21937,G1801670
2016,13468,3018,629,9821,G1801690
2016,3930,839,193,2898,G1801710
2016,29589,9086,1390,19113,G1801730
2016,11382,2636,537,8209,G1801750
2016,25579,8322,1229,16028,G1801770
2016,13185,2586,594,10005,G1801790
2016,10053,2590,570,6893,G1801810
2016,15623,3379,886,11358,G1801830
2016,3811,1133,217,2461,G1900010
2016,2106,565,146,1395,G1900030
2016,6923,2421,409,4093,G1900050
2016,6136,1814,289,4033,G1900070
2016,3412,1080,196,2136,G1900090
2016,13844,4678,934,8232,G1900110
2016,64405,32233,4696,27476,G1900130
2016,14196,5541,1171,7484,G1900150
2016,13538,5356,974,7208,G1900170
2016,10252,3970,772,5510,G1900190
2016,8278,2856,519,4903,G1900210
2016,7513,2157,435,4921,G1900230
2016,5159,1398,293,3468,G1900250
2016,10544,3309,597,6638,G1900270
2016,7125,1951,413,4761,G1900290
2016,9541,3599,647,5295,G1900310
2016,22965,9862,1482,11621,G1900330
2016,6258,1679,387,4192,G1900350
2016,6435,2266,427,3742,G1900370
2016,4454,1465,276,2713,G1900390
2016,8617,2249,491,5877,G1900410
2016,9129,3237,575,5317,G1900430
2016,23067,10095,1696,11276,G1900450
2016,6935,1991,327,4617,G1900470
2016,38252,15701,3212,19339,G1900490
2016,3882,977,182,2723,G1900510
2016,3734,1201,237,2296,G1900530
2016,9241,2957,590,5694,G1900550
2016,19103,8212,1362,9529,G1900570
2016,10354,3056,545,6753,G1900590
2016,49721,22850,3411,23460,G1900610
2016,4753,1357,272,3124,G1900630
2016,9975,3689,666,5620,G1900650
2016,8060,3179,506,4375,G1900670
2016,4968,1493,312,3163,G1900690
2016,3595,963,225,2407,G1900710
2016,4821,1691,310,2820,G1900730
2016,6872,1856,489,4527,G1900750
2016,5750,1732,390,3628,G1900770
2016,7694,2726,505,4463,G1900790
2016,5871,1587,307,3977,G1900810
2016,8533,2787,492,5254,G1900830
2016,7465,2131,432,4902,G1900850
2016,9404,2904,721,5779,G1900870
2016,4559,1677,271,2611,G1900890
2016,5087,1252,267,3568,G1900910
2016,3612,792,165,2655,G1900930
2016,8904,3084,615,5205,G1900950
2016,10310,3837,649,5824,G1900970
2016,19034,7109,1365,10560,G1900990
2016,8156,3710,698,3748,G1901010
2016,76940,50200,5696,21044,G1901030
2016,10133,3787,626,5720,G1901050
2016,4985,1342,253,3390,G1901070
2016,8607,2543,411,5653,G1901090
2016,16151,6215,1133,8803,G1901110
2016,117098,58935,9773,48390,G1901130
2016,5008,1648,291,3069,G1901150
2016,4354,1239,238,2877,G1901170
2016,6377,920,265,5192,G1901190
2016,8636,2678,598,5360,G1901210
2016,10632,2619,581,7432,G1901230
2016,17816,5482,1372,10962,G1901250
2016,17980,7652,1182,9146,G1901270
2016,7698,2090,541,5067,G1901290
2016,5417,1888,339,3190,G1901310
2016,4572,1247,205,3120,G1901330
2016,3865,1056,171,2638,G1901350
2016,5044,1314,294,3436,G1901370
2016,19434,8368,1482,9584,G1901390
2016,7406,1315,339,5752,G1901410
2016,3213,552,130,2531,G1901430
2016,7044,1807,344,4893,G1901450
2016,4703,1398,224,3081,G1901470
2016,13190,2885,625,9680,G1901490
2016,3865,963,200,2702,G1901510
2016,231555,119804,18259,93492,G1901530
2016,42680,15355,2878,24447,G1901550
2016,9833,4304,583,4946,G1901570
2016,2707,753,130,1824,G1901590
2016,5212,1270,239,3703,G1901610
2016,86220,40440,6631,39149,G1901630
2016,6370,1662,346,4362,G1901650
2016,18194,2300,1109,14785,G1901670
2016,50667,25709,5500,19458,G1901690
2016,8752,3196,585,4971,G1901710
2016,3029,758,160,2111,G1901730
2016,5832,1922,385,3525,G1901750
2016,3561,845,189,2527,G1901770
2016,15149,5594,840,8715,G1901790
2016,27300,10411,2075,14814,G1901810
2016,10929,3943,813,6173,G1901830
2016,2940,719,152,2069,G1901850
2016,17430,6305,1069,10056,G1901870
2016,5787,1931,409,3447,G1901890
2016,11362,5254,764,5344,G1901910
2016,43718,16210,2781,24727,G1901930
2016,4257,1530,274,2453,G1901950
2016,6026,1896,330,3800,G1901970
2016,5454,1433,370,3651,G2000010
2016,3350,672,243,2435,G2000030
2016,6575,1989,537,4049,G2000050
2016,2252,286,116,1850,G2000070
2016,10269,1839,542,7888,G2000090
2016,6093,1336,333,4424,G2000110
2016,4036,863,267,2906,G2000130
2016,27657,6573,2011,19073,G2000150
2016,1369,316,84,969,G2000170
2016,1481,197,48,1236,G2000190
2016,8620,2005,433,6182,G2000210
2016,1407,181,53,1173,G2000230
2016,1005,120,60,825,G2000250
2016,3820,677,252,2891,G2000270
2016,3930,761,250,2919,G2000290
2016,4068,727,291,3050,G2000310
2016,867,102,50,715,G2000330
2016,12621,3551,800,8270,G2000350
2016,14891,5199,1068,8624,G2000370
2016,1452,178,64,1210,G2000390
2016,8210,1609,572,6029,G2000410
2016,3378,587,185,2606,G2000430
2016,50087,31195,4204,14688,G2000450
2016,1319,212,70,1037,G2000470
2016,1259,160,51,1048,G2000490
2016,11947,2742,739,8466,G2000510
2016,2679,521,189,1969,G2000530
2016,10159,3195,614,6350,G2000550
2016,7718,2149,455,5114,G2000570
2016,10965,2892,888,7185,G2000590
2016,7504,2722,508,4274,G2000610
2016,1343,149,54,1140,G2000630
2016,1284,188,71,1025,G2000650
2016,2389,441,144,1804,G2000670
2016,2066,263,105,1698,G2000690
2016,650,83,33,534,G2000710
2016,2840,485,195,2160,G2000730
2016,876,121,50,705,G2000750
2016,2578,393,189,1996,G2000770
2016,14916,5068,1180,8668,G2000790
2016,1354,245,69,1040,G2000810
2016,1017,124,38,855,G2000830
2016,5818,1512,367,3939,G2000850
2016,8337,2518,606,5213,G2000870
2016,1494,180,91,1223,G2000890
2016,290090,129852,22748,137490,G2000910
2016,1316,174,67,1075,G2000930
2016,3334,599,205,2530,G2000950
2016,1079,114,65,900,G2000970
2016,8107,2291,481,5335,G2000990
2016,871,106,47,718,G2001010
2016,30301,10209,2454,17638,G2001030
2016,1464,215,70,1179,G2001050
2016,4427,736,207,3484,G2001070
2016,1357,149,76,1132,G2001090
2016,12288,4649,1087,6552,G2001110
2016,12742,3226,967,8549,G2001130
2016,5624,1204,417,4003,G2001150
2016,4673,1072,294,3307,G2001170
2016,1720,210,95,1415,G2001190
2016,15022,3991,1028,10003,G2001210
2016,2942,477,157,2308,G2001230
2016,12004,2637,688,8679,G2001250
2016,2624,601,203,1820,G2001270
2016,1192,147,50,995,G2001290
2016,5122,725,273,4124,G2001310
2016,6314,1501,382,4431,G2001330
2016,1454,162,64,1228,G2001350
2016,2234,281,113,1840,G2001370
2016,7046,1753,467,4826,G2001390
2016,1788,233,95,1460,G2001410
2016,2903,424,196,2283,G2001430
2016,2661,579,178,1904,G2001450
2016,2664,300,131,2233,G2001470
2016,10693,2225,856,7612,G2001490
2016,3842,771,233,2838,G2001510
2016,1472,163,89,1220,G2001530
2016,24210,6837,1860,15513,G2001550
2016,2529,375,130,2024,G2001570
2016,3804,695,272,2837,G2001590
2016,21532,9341,2084,10107,G2001610
2016,2419,275,113,2031,G2001630
2016,1503,233,73,1197,G2001650
2016,3193,461,158,2574,G2001670
2016,22064,6317,1919,13828,G2001690
2016,2202,236,101,1865,G2001710
2016,188783,69627,14803,104353,G2001730
2016,5038,1628,251,3159,G2001750
2016,75406,33926,5546,35934,G2001770
2016,1374,127,50,1197,G2001790
2016,2612,347,176,2089,G2001810
2016,2042,297,84,1661,G2001830
2016,1896,304,102,1490,G2001850
2016,637,115,30,492,G2001870
2016,1891,220,72,1599,G2001890
2016,9722,2076,662,6984,G2001910
2016,3576,473,195,2908,G2001930
2016,1482,198,57,1227,G2001950
2016,3380,776,232,2372,G2001970
2016,798,46,31,721,G2001990
2016,2765,387,184,2194,G2002010
2016,956,140,47,769,G2002030
2016,3591,594,209,2788,G2002050
2016,1443,273,88,1082,G2002070
2016,48781,30146,2829,15806,G2002090
2016,8233,1323,273,6637,G2100010
2016,8096,1349,281,6466,G2100030
2016,11422,2634,546,8242,G2100050
2016,4101,816,124,3161,G2100070
2016,18488,4275,730,13483,G2100090
2016,4587,1361,144,3082,G2100110
2016,9718,1720,234,7764,G2100130
2016,57618,15026,3510,39082,G2100150
2016,8803,2791,443,5569,G2100170
2016,20454,6021,842,13591,G2100190
2016,12946,4281,625,8040,G2100210
2016,3527,705,111,2711,G2100230
2016,5738,1537,210,3991,G2100250
2016,8774,1960,330,6484,G2100270
2016,36069,8255,1604,26210,G2100290
2016,5576,947,201,4428,G2100310
2016,5975,1260,208,4507,G2100330
2016,16049,4749,933,10367,G2100350
2016,42510,14658,2802,25050,G2100370
2016,2601,432,75,2094,G2100390
2016,3855,1106,161,2588,G2100410
2016,10278,2276,415,7587,G2100430
2016,6439,767,190,5482,G2100450
2016,22083,7188,787,14108,G2100470
2016,16205,4706,789,10710,G2100490
2016,6767,752,154,5861,G2100510
2016,4462,547,106,3809,G2100530
2016,4037,617,130,3290,G2100550
2016,3066,459,105,2502,G2100570
2016,45807,14163,2737,28907,G2100590
2016,5244,979,130,4135,G2100610
2016,2855,740,115,2000,G2100630
2016,5545,1108,201,4236,G2100650
2016,136315,69778,9643,56894,G2100670
2016,6260,1348,190,4722,G2100690
2016,16540,4015,532,11993,G2100710
2016,23865,10717,1329,11819,G2100730
2016,2382,774,59,1549,G2100750
2016,3338,749,146,2443,G2100770
2016,7623,1453,266,5904,G2100790
2016,9559,1910,381,7268,G2100810
2016,16606,3308,627,12671,G2100830
2016,10576,1959,398,8219,G2100850
2016,5333,832,129,4372,G2100870
2016,16277,4146,585,11546,G2100890
2016,4295,1244,263,2788,G2100910
2016,43156,13944,2241,26971,G2100930
2016,10757,1372,256,9129,G2100950
2016,7781,2031,315,5435,G2100970
2016,7264,1730,214,5320,G2100990
2016,19710,6707,844,12159,G2101010
2016,7149,1828,377,4944,G2101030
2016,2157,449,51,1657,G2101050
2016,20345,4310,758,15277,G2101070
2016,5501,482,130,4889,G2101090
2016,353099,190836,18495,143768,G2101110
2016,23326,6144,1708,15474,G2101130
2016,9572,1250,279,8043,G2101150
2016,71998,24214,4826,42958,G2101170
2016,5763,1245,161,4357,G2101190
2016,12012,1761,366,9885,G2101210
2016,6367,1278,290,4799,G2101230
2016,24833,3440,801,20592,G2101250
2016,6042,1045,181,4816,G2101270
2016,2667,444,72,2151,G2101290
2016,4492,400,77,4015,G2101310
2016,9134,1542,299,7293,G2101330
2016,5298,785,150,4363,G2101350
2016,9561,1865,358,7338,G2101370
2016,4645,887,188,3570,G2101390
2016,10899,2755,366,7778,G2101410
2016,3962,1045,128,2789,G2101430
2016,31307,9134,1399,20774,G2101450
2016,5776,664,100,5012,G2101470
2016,4566,988,197,3381,G2101490
2016,37371,11793,2147,23431,G2101510
2016,5116,1172,120,3824,G2101530
2016,8111,2679,310,5122,G2101550
2016,16698,3672,704,12322,G2101570
2016,3953,363,87,3503,G2101590
2016,7219,1970,305,4944,G2101610
2016,12231,3026,545,8660,G2101630
2016,2779,700,69,2010,G2101650
2016,10585,2395,450,7740,G2101670
2016,4620,976,153,3491,G2101690
2016,4991,601,112,4278,G2101710
2016,11452,3158,438,7856,G2101730
2016,4775,1006,141,3628,G2101750
2016,13060,3272,395,9393,G2101770
2016,20802,6434,937,13431,G2101790
2016,2841,787,97,1957,G2101810
2016,10398,2080,376,7942,G2101830
2016,32853,10268,2116,20469,G2101850
2016,5001,1062,194,3745,G2101870
2016,1759,256,29,1474,G2101890
2016,6007,1164,239,4604,G2101910
2016,10572,2136,278,8158,G2101930
2016,24665,4280,638,19747,G2101950
2016,4957,1272,172,3513,G2101970
2016,28041,4208,931,22902,G2101990
2016,1013,222,32,759,G2102010
2016,6691,915,167,5609,G2102030
2016,8848,3295,379,5174,G2102050
2016,8174,1093,218,6863,G2102070
2016,24200,7715,1433,15052,G2102090
2016,20580,6276,1108,13196,G2102110
2016,7531,2144,310,5077,G2102130
2016,9515,1921,398,7196,G2102150
2016,11306,2553,433,8320,G2102170
2016,4779,1042,125,3612,G2102190
2016,6751,1587,233,4931,G2102210
2016,3798,879,148,2771,G2102230
2016,6211,1331,179,4701,G2102250
2016,48454,16966,2815,28673,G2102270
2016,5636,1420,203,4013,G2102290
2016,7992,1431,190,6371,G2102310
2016,5805,1240,168,4397,G2102330
2016,13774,2067,395,11312,G2102350
2016,2635,753,78,1804,G2102370
2016,13563,4958,908,7697,G2102390
2016,27389,5638,589,21162,G2200010
2016,9245,2106,272,6867,G2200030
2016,54678,16476,2059,36143,G2200050
2016,10904,3931,259,6714,G2200070
2016,16586,5035,386,11165,G2200090
2016,15078,2393,447,12238,G2200110
2016,7005,3129,120,3756,G2200130
2016,49848,12641,1733,35474,G2200150
2016,105804,53483,3315,49006,G2200170
2016,83785,26296,3298,54191,G2200190
2016,4692,788,82,3822,G2200210
2016,3692,323,113,3256,G2200230
2016,4856,1322,55,3479,G2200250
2016,6421,2717,119,3585,G2200270
2016,8872,3272,123,5477,G2200290
2016,13500,5165,267,8068,G2200310
2016,196491,102828,9003,84660,G2200330
2016,2939,1838,42,1059,G2200350
2016,10042,4235,238,5569,G2200370
2016,14882,4208,314,10360,G2200390
2016,9162,2506,142,6514,G2200410
2016,8821,1181,232,7408,G2200430
2016,32454,10698,853,20903,G2200450
2016,16043,8324,399,7320,G2200470
2016,7464,2139,156,5169,G2200490
2016,181639,73670,7571,100398,G2200510
2016,14277,3080,422,10775,G2200530
2016,105603,32726,4682,68195,G2200550
2016,41645,8423,1263,31959,G2200570
2016,6569,605,128,5836,G2200590
2016,18669,7107,801,10761,G2200610
2016,57730,6950,1956,48824,G2200630
2016,4732,2744,61,1927,G2200650
2016,11852,5155,195,6502,G2200670
2016,16621,7144,509,8968,G2200690
2016,165812,133996,7524,24292,G2200710
2016,68017,24428,1855,41734,G2200730
2016,10573,3347,326,6900,G2200750
2016,11761,4764,208,6789,G2200770
2016,56844,18322,1706,36816,G2200790
2016,4422,1938,93,2391,G2200810
2016,9597,3157,153,6287,G2200830
2016,9787,1703,205,7879,G2200850
2016,15815,4960,618,10237,G2200870
2016,26192,8559,1012,16621,G2200890
2016,5964,3353,114,2497,G2200910
2016,12085,6418,211,5456,G2200930
2016,20743,12661,513,7569,G2200950
2016,39977,17209,797,21971,G2200970
2016,25750,8266,611,16873,G2200990
2016,22877,8050,468,14359,G2201010
2016,124392,27717,5760,90915,G2201030
2016,52416,16878,1579,33959,G2201050
2016,2548,1332,34,1182,G2201070
2016,43896,10665,1329,31902,G2201090
2016,10894,2691,231,7972,G2201110
2016,25632,4857,712,20063,G2201130
2016,16633,2665,497,13471,G2201150
2016,18628,5692,380,12556,G2201170
2016,18145,6260,343,11542,G2201190
2016,12712,5383,402,6927,G2201210
2016,4759,715,74,3970,G2201230
2016,5799,2248,161,3390,G2201250
2016,6372,1644,120,4608,G2201270
2016,55601,23009,4365,28227,G2300010
2016,35097,13386,2292,19419,G2300030
2016,171818,102981,11128,57709,G2300050
2016,16488,7016,1554,7918,G2300070
2016,32130,16117,2308,13705,G2300090
2016,66208,29302,5231,31675,G2300110
2016,23147,12443,1556,9148,G2300130
2016,21503,10241,1535,9727,G2300150
2016,31201,12172,2819,16210,G2300170
2016,80540,32838,6080,41622,G2300190
2016,9182,3098,678,5406,G2300210
2016,21616,10664,1648,9304,G2300230
2016,26064,9092,1971,15001,G2300250
2016,22707,10440,1889,10378,G2300270
2016,16365,6075,1197,9093,G2300290
2016,114274,55844,8027,50403,G2300310
2016,30654,7875,1509,21270,G2400010
2016,270081,128419,19259,122403,G2400030
2016,390682,218412,22793,149477,G2400050
2016,47408,18225,3007,26176,G2400090
2016,14113,4009,736,9368,G2400110
2016,91848,26567,7066,58215,G2400130
2016,45269,13650,2751,28868,G2400150
2016,78303,49341,3348,25614,G2400170
2016,15225,6245,567,8413,G2400190
2016,125677,56522,9633,59522,G2400210
2016,14011,2567,668,10776,G2400230
2016,133672,47077,8735,77860,G2400250
2016,162193,102597,12112,47484,G2400270
2016,10021,4575,570,4876,G2400290
2016,478873,357837,28332,92704,G2400310
2016,390385,344049,13525,32811,G2400330
2016,26523,7973,1557,16993,G2400350
2016,49842,17534,3645,28663,G2400370
2016,9900,4196,363,5341,G2400390
2016,20553,8653,1176,10724,G2400410
2016,65991,21129,3864,40998,G2400430
2016,42547,18050,2299,22198,G2400450
2016,28273,9753,1310,17210,G2400470
2016,239402,202673,11524,25205,G2405100
2016,133862,72430,7333,54099,G2500010
2016,64803,43714,4250,16839,G2500030
2016,248959,129540,13976,105443,G2500050
2016,11502,8400,625,2477,G2500070
2016,379868,222310,21242,136316,G2500090
2016,38177,24478,3335,10364,G2500110
2016,203117,112590,11842,78685,G2500130
2016,82956,55367,5799,21790,G2500150
2016,784034,520360,43881,219793,G2500170
2016,6406,4146,368,1892,G2500190
2016,361562,221819,20020,119723,G2500210
2016,266863,135513,15981,115369,G2500230
2016,308741,245751,12569,50421,G2500250
2016,383705,198778,27245,157682,G2500270
2016,6198,1732,265,4201,G2600010
2016,4518,1663,270,2585,G2600030
2016,55786,18050,3553,34183,G2600050
2016,14698,4877,731,9090,G2600070
2016,13582,4448,665,8469,G2600090
2016,7696,2384,362,4950,G2600110
2016,3490,1156,176,2158,G2600130
2016,30329,9114,2013,19202,G2600150
2016,52977,21642,3007,28328,G2600170
2016,10228,4108,581,5539,G2600190
2016,72031,29495,3889,38647,G2600210
2016,17663,5061,816,11786,G2600230
2016,58902,24157,3251,31494,G2600250
2016,22595,7270,1082,14243,G2600270
2016,14589,5137,778,8674,G2600290
2016,13672,4302,687,8683,G2600310
2016,15456,5379,955,9122,G2600330
2016,13389,4249,635,8505,G2600350
2016,40655,16492,2527,21636,G2600370
2016,6844,2110,380,4354,G2600390
2016,18492,6436,935,11121,G2600410
2016,13165,3923,662,8580,G2600430
2016,56221,24938,3674,27609,G2600450
2016,18802,6972,1214,10616,G2600470
2016,196296,102751,9370,84175,G2600490
2016,12472,3794,554,8124,G2600510
2016,7329,2925,386,4018,G2600530
2016,51589,20965,3211,27413,G2600550
2016,16465,5666,919,9880,G2600570
2016,19940,4799,1046,14095,G2600590
2016,15624,6018,1131,8475,G2600610
2016,15917,4579,646,10692,G2600630
2016,131138,79110,8160,43868,G2600650
2016,26854,8352,1867,16635,G2600670
2016,13361,4345,671,8345,G2600690
2016,5910,2004,231,3675,G2600710
2016,25392,11404,1650,12338,G2600730
2016,69677,25795,4089,39793,G2600750
2016,126299,67148,8117,51034,G2600770
2016,8833,2280,437,6116,G2600790
2016,308184,138683,21321,148180,G2600810
2016,1434,527,93,814,G2600830
2016,5328,1939,230,3159,G2600850
2016,45183,12734,2412,30037,G2600870
2016,14757,6774,744,7239,G2600890
2016,45939,16750,2759,26430,G2600910
2016,105866,34384,5802,65680,G2600930
2016,2579,681,142,1756,G2600950
2016,6097,2085,268,3744,G2600970
2016,419312,176317,18330,224665,G2600990
2016,12599,4979,705,6915,G2601010
2016,32976,16042,2288,14646,G2601030
2016,14685,5281,899,8505,G2601050
2016,17168,5827,1036,10305,G2601070
2016,10768,3539,527,6702,G2601090
2016,42506,15635,3025,23846,G2601110
2016,7317,1565,366,5386,G2601130
2016,74218,26863,4094,43261,G2601150
2016,26609,7874,1828,16907,G2601170
2016,5009,1287,224,3498,G2601190
2016,78088,37304,4657,36127,G2601210
2016,22640,6212,1255,15173,G2601230
2016,664614,343070,32341,289203,G2601250
2016,11930,3973,729,7228,G2601270
2016,10387,3030,530,6827,G2601290
2016,3426,1176,184,2066,G2601310
2016,10609,2705,568,7336,G2601330
2016,4073,1044,186,2843,G2601350
2016,12538,3556,716,8266,G2601370
2016,142734,44973,9294,88467,G2601390
2016,7218,2400,330,4488,G2601410
2016,13041,4287,613,8141,G2601430
2016,94320,44396,4455,45469,G2601450
2016,78003,24553,4399,49051,G2601470
2016,23757,7526,1347,14884,G2601490
2016,19249,4873,930,13446,G2601510
2016,4154,1369,229,2556,G2601530
2016,34111,12546,2335,19230,G2601550
2016,25796,7429,1265,17102,G2601570
2016,33274,13258,2126,17890,G2601590
2016,188578,128483,9464,50631,G2601610
2016,777838,519444,29401,228993,G2601630
2016,15298,4436,862,10000,G2601650
2016,9231,3134,581,5516,G2700010
2016,185758,75500,16919,93339,G2700030
2016,17222,5208,1134,10880,G2700050
2016,21564,8688,2093,10783,G2700070
2016,20058,5640,1546,12872,G2700090
2016,2755,921,226,1608,G2700110
2016,33593,14428,3498,15667,G2700130
2016,13779,3763,1308,8708,G2700150
2016,18211,8460,1591,8160,G2700170
2016,55696,21508,5132,29056,G2700190
2016,15999,4949,1068,9982,G2700210
2016,6222,1978,480,3764,G2700230
2016,30228,9278,2509,18441,G2700250
2016,29398,12971,2884,13543,G2700270
2016,4245,1100,220,2925,G2700290
2016,3395,1912,327,1156,G2700310
2016,5721,1678,364,3679,G2700330
2016,35842,10982,2573,22287,G2700350
2016,231440,110483,21374,99583,G2700370
2016,10654,3102,1025,6527,G2700390
2016,21785,6227,1592,13966,G2700410
2016,7412,2153,600,4659,G2700430
2016,11055,3872,912,6271,G2700450
2016,16051,6041,1202,8808,G2700470
2016,25717,9446,2230,14041,G2700490
2016,3473,1105,305,2063,G2700510
2016,679977,429288,58919,191770,G2700530
2016,10604,4145,843,5616,G2700550
2016,11505,3423,821,7261,G2700570
2016,21016,5657,1724,13635,G2700590
2016,23880,9015,1945,12920,G2700610
2016,5484,1492,383,3609,G2700630
2016,8177,2327,620,5230,G2700650
2016,21772,7266,1721,12785,G2700670
2016,2385,823,213,1349,G2700690
2016,6363,2306,488,3569,G2700710
2016,3860,1305,262,2293,G2700730
2016,6521,3077,512,2932,G2700750
2016,2242,553,149,1540,G2700770
2016,14971,4623,1166,9182,G2700790
2016,3019,860,228,1931,G2700810
2016,12215,3825,1134,7256,G2700830
2016,18807,4978,1674,12155,G2700850
2016,2088,930,167,991,G2700870
2016,4817,1225,384,3208,G2700890
2016,10531,2733,736,7062,G2700910
2016,12282,3191,987,8104,G2700930
2016,13017,3710,967,8340,G2700950
2016,17614,3637,1052,12925,G2700970
2016,17715,7437,1455,8823,G2700990
2016,4668,1295,399,2974,G2701010
2016,18097,7886,1774,8437,G2701030
2016,8632,2733,600,5299,G2701050
2016,3261,1264,298,1699,G2701070
2016,80129,36268,8193,35668,G2701090
2016,32500,9340,2221,20939,G2701110
2016,6715,2147,568,4000,G2701130
2016,13811,4580,1040,8191,G2701150
2016,4808,1127,343,3338,G2701170
2016,14796,4712,1105,8979,G2701190
2016,6319,2106,420,3793,G2701210
2016,273143,177738,24511,70894,G2701230
2016,1881,540,200,1141,G2701250
2016,7611,1887,587,5137,G2701270
2016,7606,2117,599,4890,G2701290
2016,32443,14437,2577,15429,G2701310
2016,4839,1373,375,3091,G2701330
2016,7804,1856,497,5451,G2701350
2016,112422,57771,10021,44630,G2701370
2016,75029,28502,6579,39948,G2701390
2016,48283,13293,3937,31053,G2701410
2016,7774,1954,627,5193,G2701430
2016,79592,25576,6399,47617,G2701450
2016,19179,6241,1740,11198,G2701470
2016,5398,2116,483,2799,G2701490
2016,4994,1686,345,2963,G2701510
2016,11993,2783,725,8485,G2701530
2016,1798,630,119,1049,G2701550
2016,11832,3866,977,6989,G2701570
2016,6934,1684,413,4837,G2701590
2016,9653,2838,848,5967,G2701610
2016,144235,67086,12721,64428,G2701630
2016,4998,1814,416,2768,G2701650
2016,3302,893,280,2129,G2701670
2016,26074,11366,2586,12122,G2701690
2016,69618,20334,6010,43274,G2701710
2016,5276,1524,370,3382,G2701730
2016,13836,7757,205,5874,G2800010
2016,14783,2684,280,11819,G2800030
2016,7050,2697,64,4289,G2800050
2016,8256,3242,117,4897,G2800070
2016,4013,1719,43,2251,G2800090
2016,13824,9046,188,4590,G2800110
2016,6396,1910,96,4390,G2800130
2016,5528,1680,49,3799,G2800150
2016,7890,3649,114,4127,G2800170
2016,4065,1218,59,2788,G2800190
2016,4272,3708,24,540,G2800210
2016,7791,2585,69,5137,G2800230
2016,10003,5722,131,4150,G2800250
2016,8912,6378,108,2426,G2800270
2016,12982,6741,138,6103,G2800290
2016,8811,3276,100,5435,G2800310
2016,65695,20591,2015,43089,G2800330
2016,28064,11716,887,15461,G2800350
2016,4290,1502,67,2721,G2800370
2016,9891,1027,168,8696,G2800390
2016,5369,974,60,4335,G2800410
2016,10513,4424,119,5970,G2800430
2016,17637,3344,482,13811,G2800450
2016,63313,21169,1790,40354,G2800470
2016,94681,67594,1812,25275,G2800490
2016,8076,6689,78,1309,G2800510
2016,4253,3071,31,1151,G2800530
2016,699,395,6,298,G2800550
2016,9737,1117,150,8470,G2800570
2016,49567,14657,1281,33629,G2800590
2016,8475,4368,69,4038,G2800610
2016,3860,3337,33,490,G2800630
2016,6237,3720,51,2466,G2800650
2016,28352,7791,428,20133,G2800670
2016,4639,2827,34,1778,G2800690
2016,19643,7969,802,10872,G2800710
2016,24592,5190,651,18751,G2800730
2016,29506,11269,496,17741,G2800750
2016,6364,2195,78,4091,G2800770
2016,8449,3584,83,4782,G2800790
2016,32913,10029,664,22220,G2800810
2016,11140,7787,141,3212,G2800830
2016,15193,4458,185,10550,G2800850
2016,25575,11819,485,13271,G2800870
2016,49802,20343,1194,28265,G2800890
2016,11693,3677,180,7836,G2800910
2016,14839,8023,229,6587,G2800930
2016,15884,5524,193,10167,G2800950
2016,4996,2115,63,2818,G2800970
2016,10553,2715,159,7679,G2800990
2016,9438,2756,134,6548,G2801010
2016,5574,4347,27,1200,G2801030
2016,18124,8859,689,8576,G2801050
2016,15064,7431,184,7449,G2801070
2016,21883,3604,497,17782,G2801090
2016,5432,1220,77,4135,G2801110
2016,16310,8043,258,8009,G2801130
2016,12984,2386,262,10336,G2801150
2016,9872,2067,157,7648,G2801170
2016,3365,2312,52,1001,G2801190
2016,62768,14110,1480,47178,G2801210
2016,10522,4268,132,6122,G2801230
2016,2190,1479,19,692,G2801250
2016,11419,3874,152,7393,G2801270
2016,7627,1617,82,5928,G2801290
2016,7045,1573,166,5306,G2801310
2016,9598,6725,79,2794,G2801330
2016,5870,3337,71,2462,G2801350
2016,11627,3926,206,7495,G2801370
2016,9235,1842,153,7240,G2801390
2016,8371,999,206,7166,G2801410
2016,3567,2667,47,853,G2801430
2016,11496,2012,249,9235,G2801450
2016,6919,2790,73,4056,G2801470
2016,19416,9284,365,9767,G2801490
2016,16825,11380,201,5244,G2801510
2016,9599,3524,85,5990,G2801530
2016,5069,1019,74,3976,G2801550
2016,4218,2857,43,1318,G2801570
2016,8881,3850,121,4910,G2801590
2016,6077,2582,119,3376,G2801610
2016,10070,5369,103,4598,G2801630
2016,10226,3500,696,6030,G2900010
2016,9140,2045,430,6665,G2900030
2016,2724,541,123,2060,G2900050
2016,10061,2570,510,6981,G2900070
2016,14605,2710,467,11428,G2900090
2016,5939,795,185,4959,G2900110
2016,8023,1618,404,6001,G2900130
2016,9312,2025,74,7213,G2900150
2016,5676,705,144,4827,G2900170
2016,83868,41125,6543,36200,G2900190
2016,35659,12013,2326,21320,G2900210
2016,17259,3036,573,13650,G2900230
2016,4312,838,242,3232,G2900250
2016,19193,4989,1147,13057,G2900270
